,Deal Number,Acquiror name,Acquiror country code,Target name,Target country code,Deal type,Deal status,Deal value th USD,Last deal status date,Acquired stake (%),Initial stake (%),Final stake (%),Target primary NAICS 2017 code,Acquiror primary NAICS 2017 code,Acquiror ticker symbol,Target ticker symbol,Announced date,Deal method of payment,Target listed,Deal method of payment value th USD
,,,,,,,,,,,,,,,,,,Cash,,"8,000,000"
78.,1941412195,CHEVRON CORPORATION,US,NOBLE ENERGY INC.,US,Acquisition 100%,Completed,"13,000,000.00",05.10.2020,100.00000,0.00000,100.00000,213112,211120,CVX,NBL,20.07.2020,Liabilities,Delisted,"8,020,728"
,,,,,,,,,,,,,,,,,,Shares,,"4,979,272"
79.,1941342429,MORGAN STANLEY,US,E*TRADE FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"13,000,000.00",02.10.2020,100.00000,0.00000,100.00000,518210,523110,MS,ETFC,20.02.2020,Shares,Delisted,"13,000,000"
80.,1941680009,ABACUS MERGER SUB I LLC,US,AMERICAN CAMPUS COMMUNITIES INC.,US,Acquisition 100%,Completed,"12,800,000.00",09.08.2022,100.00000,0.00000,100.00000,531110,523910,,ACC,19.04.2022,Cash,Delisted,"12,800,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
81.,2008352125,SM ENERGY COMPANY,US,CIVITAS RESOURCES INC.,US,Acquisition 100%,Completed,"12,800,000.00",30.01.2026,100.00000,0.00000,100.00000,211120,211120,SM,CIVI,03.11.2025,Shares,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
82.,1941637789,TAKE TWO INTERACTIVE SOFTWARE INC.,US,ZYNGA INC.,US,Acquisition 100%,Completed,"12,700,000.00",23.05.2022,100.00000,0.00000,100.00000,541511,511210,TTWO,ZNGA,10.01.2022,Shares,Delisted,"8,191,500"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"4,508,500"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
83.,1941289480,LAMBDA REIT ACQUISITION LLC,US,LIBERTY PROPERTY TRUST,US,Acquisition 100%,Completed,"12,600,000.00",04.02.2020,100.00000,0.00000,100.00000,531120,531120,,LPT,27.10.2019,Shares,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
84.,2007594108,BLACKROCK INC.,US,GLOBAL INFRASTRUCTURE MANAGEMENT LLC'S BUSINESS,US,Acquisition 100%,Completed,"12,511,320.00",01.10.2024,100.00000,0.00000,100.00000,523910,523920,BLK,,12.01.2024,Cash,Unlisted,"3,000,000"
,,,,GLOBAL INFRASTRUCTURE MANAGEMENT LLC'S ASSETS,US,,,,,100.00000,0.00000,100.00000,523910,,,,,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"9,511,320"
85.,1941583371,INTUIT INC.,US,"ROCKET SCIENCE GROUP LLC, THE",US,Acquisition 100%,Completed,"12,000,000.00",01.11.2021,100.00000,0.00000,100.00000,518210,518210,INTU,,13.09.2021,Shares,Unlisted,"6,300,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"5,700,000"
86.,2007725804,BLACKROCK INC.,US,HPS INVESTMENT PARTNERS LLC'S ASSETS,US,Acquisition 100%,Completed,"12,000,000.00",01.07.2025,100.00000,0.00000,100.00000,523910,523920,BLK,,03.12.2024,Shares,Unlisted,n.a.
,,,,HPS INVESTMENT PARTNERS LLC'S BUSINESS,,,,,,100.00000,0.00000,100.00000,523910,,,,,Earn-out,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
87.,2007970283,NRG ENERGY INC.,US,LS POWER EQUITY ADVISORS LLC'S PORTFOLIO OF NATURAL GAS GENERATION FACILITIES AND A COMMERCIAL AND INDUSTRIAL VIRTUAL POWER PLANT (C&I VPP) PLATFORM,US,Acquisition 100%,Completed,"12,000,000.00",30.01.2026,100.00000,0.00000,100.00000,523910,221112,NRG,,12.05.2025,Shares,Unlisted,"2,800,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"3,200,000"
,,,,,,,,,,,,,,,,,,Cash,,"6,400,000"
88.,2007262776,OCCIDENTAL PETROLEUM CORPORATION,US,CROWNROCK LP,US,Acquisition 100%,Completed,"12,000,000.00",01.08.2024,100.00000,0.00000,100.00000,213112,211120,OXY,,11.12.2023,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,"10,300,000"
,,,,,,,,,,,,,,,,,,Shares,,"1,700,000"
89.,1941504462,ICON US HOLDINGS INC.,US,PRA HEALTH SCIENCES INC.,US,Acquisition 100%,Completed,"12,000,000.00",01.07.2021,100.00000,0.00000,100.00000,541715,523920,,PRAH,24.02.2021,Cash Reserves,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"5,163,517"
,,,,,,,,,,,,,,,,,,Third party shares,,"5,554,396"
90.,1941463044,"PNC FINANCIAL SERVICES GROUP INC., THE",US,BBVA USA BANCSHARES INC.,US,Acquisition 100%,Completed,"11,600,000.00",01.06.2021,100.00000,0.00000,100.00000,522110,522110,PNC,CBSS,16.11.2020,Cash Reserves,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"11,600,000"
91.,1941666958,BERKSHIRE HATHAWAY INC.,US,ALLEGHANY CORPORATION,US,Acquisition 100%,Completed,"11,600,000.00",19.10.2022,100.00000,0.00000,100.00000,524126,523920,BRKB,Y,21.03.2022,Cash,Delisted,"11,600,000"
92.,1941140839,VIACOMCBS INC.,US,VIACOM INC.,US,Acquisition 100%,Completed,"11,570,377.00",04.12.2019,100.00000,0.00000,100.00000,512110,515120,PARA,VIAB,13.08.2019,Shares,Delisted,"11,570,377"
93.,1941594324,MERCK SHARP & DOHME CORPORATION,US,ACCELERON PHARMA INC.,US,Acquisition 100%,Completed,"11,500,000.00",19.11.2021,100.00000,0.00000,100.00000,541713,541713,MRK,XLRN,30.09.2021,Cash,Delisted,"11,500,000"
94.,2007744661,QUIKRETE HOLDINGS INC.,US,SUMMIT MATERIALS INC.,US,Acquisition 100%,Completed,"11,500,000.00",10.02.2025,100.00000,0.00000,100.00000,327320,327310,,SUM,24.11.2024,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"11,500,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
95.,1939047314,PFIZER INC.,US,ARRAY BIOPHARMA INC.,US,Acquisition 100%,Completed,"11,400,000.00",30.07.2019,100.00000,0.00000,100.00000,541713,325412,PFE,ARRY,17.06.2019,Cash,Delisted,"11,400,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
96.,1941454139,INSPIRE BRANDS INC.,US,DUNKIN' BRANDS GROUP INC.,US,Acquisition 100%,Completed,"11,300,000.00",15.12.2020,100.00000,0.00000,100.00000,722515,722511,,DNKN,30.10.2020,Cash,Delisted,"8,762,226"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
97.,2007517194,FULTON BANK NATIONAL ASSOCIATION,US,FEDERAL DEPOSIT INSURANCE CORPORATION'S REPUBLIC FIRST BANCORP INC.'S ASSETS,US,Acquisition 100%,Completed,"11,300,000.00",26.04.2024,100.00000,0.00000,100.00000,522110,522110,,,26.04.2024,Liabilities,Unlisted,"5,300,000"
,,,,FEDERAL DEPOSIT INSURANCE CORPORATION'S REPUBLIC FIRST BANCORP INC.'S INVESTMENT INVESTMENT SECURITIES PORTFOLIO,US,,,,,100.00000,0.00000,100.00000,523110,,,,,,Unlisted,
98.,1941420443,INTERCONTINENTAL EXCHANGE INC.,US,ELLIE MAE INTERMEDIATE HOLDINGS I INC.,US,Acquisition 100%,Completed,"11,180,000.00",04.09.2020,100.00000,0.00000,100.00000,518210,523210,ICE,,06.08.2020,Cash,Unlisted,"9,250,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"1,930,000"
99.,1941040317,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,US,TRANSPORTATION SYSTEMS HOLDINGS INC.,US,Acquisition 100%,Completed,"11,100,000.00",25.02.2019,100.00000,0.00000,100.00000,551114,336390,WAB,,21.05.2018,Cash,Unlisted,n.a.
100.,2008294809,INTERNATIONAL BUSINESS MACHINES CORPORATION,US,CONFLUENT INC.,US,Acquisition 100%,Completed,"11,000,000.00",17.03.2026,100.00000,0.00000,100.00000,518210,443142,IBM,CFLT,08.12.2025,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"11,000,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
101.,2007131317,EXTRA SPACE STORAGE INC.,US,LIFE STORAGE INC.,US,Acquisition 100%,Completed,"11,000,000.00",20.07.2023,100.00000,0.00000,100.00000,531130,531130,EXR,LSI,02.04.2023,Shares,Delisted,"36,000,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"11,000,000"
102.,1941627459,CELANESE CORPORATION,US,DUPONT DE NEMOURS INC.’S MOBILITY AND MATERIALS UNIT,US,Acquisition unknown majority stake %,Completed,"11,000,000.00",01.11.2022,Unknown majority,0.00000,Unknown majority,325211,325199,CE,,18.02.2022,Cash,Unlisted,"11,000,000"
103.,1941599880,EMERSUB CX INC.,US,ASPEN TECHNOLOGY INC.,US,Acquisition 100%,Completed,"11,000,000.00",16.05.2022,100.00000,0.00000,100.00000,518210,518210,,AZPN,11.10.2021,Shares,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
104.,1941671948,SUNSHINE BIDCO INC.,US,SWITCH INC.,US,Acquisition 100%,Completed,"11,000,000.00",06.12.2022,100.00000,0.00000,100.00000,518210,551112,,SWCH,11.05.2022,Cash,Delisted,"11,000,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
105.,1941497764,AURORA INNOVATION INC.,US,AURORA INNOVATION INC.(OLD),US,Acquisition 100%,Completed,"11,000,000.00",04.11.2021,100.00000,0.00000,100.00000,511210,511210,AUR,,14.07.2021,Cash assumed,Unlisted,"2,500,000"
,,,,,,,,,,,,,,,,,,Shares,,"11,000,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
106.,2008288065,FIFTH THIRD BANCORP,US,COMERICA INC.,US,Acquisition 100%,Completed,"10,900,000.00",01.02.2026,100.00000,0.00000,100.00000,522110,522110,FITB,CMA,06.10.2025,Shares,Delisted,"10,900,000"
107.,2007137834,SPLASH MERGER SUB INC.,US,PROMETHEUS BIOSCIENCES INC.,US,Acquisition 100%,Completed,"10,800,000.00",16.06.2023,100.00000,0.00000,100.00000,541713,525990,,RXDX,15.04.2023,Cash,Delisted,"10,800,000"
108.,1941259164,BROADCOM INC.,US,SYMANTEC CORPORATION’S ENTERPRISE SECURITY BUSINESS ASSETS AND LIABILITIES,US,Acquisition 100%,Completed,"10,700,000.00",04.11.2019,100.00000,0.00000,100.00000,511210,334413,AVGO,,08.08.2019,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"10,700,000"
109.,2007743130,SIEMENS INDUSTRY SOFTWARE INC.,US,ALTAIR ENGINEERING INC.,US,Acquisition 100%,Completed,"10,600,000.00",26.03.2025,100.00000,0.00000,100.00000,541511,518210,,ALTR,30.10.2024,Liabilities,Delisted,n.a.
110.,2007119011,JP MORGAN,US,FIRST REPUBLIC BANK'S ASSETS,US,Acquisition unknown majority stake %,Completed,"10,600,000.00",01.05.2023,Unknown majority,0.00000,Unknown majority,522110,523110,JPM,,01.05.2023,,Unlisted,n.a.
111.,2007076921,CVS PHARMACY INC.,US,OAK STREET HEALTH INC.,US,Acquisition 100%,Completed,"10,600,000.00",02.05.2023,100.00000,0.00000,100.00000,621111,446110,,,08.02.2023,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"10,600,000"
112.,2007171413,NASDAQ INC.,US,ADENZA HOLDINGS INC.,US,Acquisition 100%,Completed,"10,500,000.00",01.11.2023,100.00000,0.00000,100.00000,511210,523210,NDAQ,,12.06.2023,Cash,Unlisted,"5,750,000"
,,,,,,,,,,,,,,,,,,Shares,,"4,750,000"
113.,2008036925,AMPHENOL CORPORATION,US,COMMSCOPE HOLDING COMPANY INC.'S CONNECTIVITY AND CABLE SOLUTIONS DIVISION,US,Acquisition 100%,Completed,"10,500,000.00",09.01.2026,100.00000,0.00000,100.00000,335921,334417,APH,,04.08.2025,Cash,Unlisted,"10,500,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
114.,1941616356,AMERICAN TOWER CORPORATION,US,CORESITE REALTY CORPORATION,US,Acquisition 100%,Completed,"10,100,000.00",28.12.2021,100.00000,0.00000,100.00000,531120,531120,AMT,COR,15.11.2021,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
115.,2007363136,ABBVIE INC.,US,IMMUNOGEN INC.,US,Acquisition 100%,Completed,"10,100,000.00",12.02.2024,100.00000,0.00000,100.00000,541713,541713,ABBV,IMGN,30.11.2023,Cash,Delisted,"10,100,000"
116.,2008022752,BROWN & BROWN INC.,US,RSC TOPCO INC.,US,Acquisition 100%,Completed,"9,825,000.00",01.08.2025,100.00000,0.00000,100.00000,551112,524210,BRO,,10.06.2025,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
117.,2008273154,BERKSHIRE HATHAWAY INC.,US,OCCIDENTAL CHEMICAL CORPORATION,US,Acquisition 100%,Completed,"9,700,000.00",02.01.2026,100.00000,0.00000,100.00000,325180,523920,BRKB,,02.10.2025,Cash,Unlisted,"9,700,000"
118.,1941449305,CONOCOPHILLIPS COMPANY,US,CONCHO RESOURCES INC.,US,Acquisition 100%,Completed,"9,700,000.00",15.01.2021,100.00000,0.00000,100.00000,211120,211120,COP,CXO,19.10.2020,Shares,Delisted,"9,700,000"
119.,1941551550,DANAHER CORPORATION,US,ALDEVRON LLC,US,Acquisition 100%,Completed,"9,600,000.00",30.08.2021,100.00000,0.00000,100.00000,325414,334510,DHR,,17.06.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"9,600,000"
120.,1941518000,HITACHI GLOBAL DIGITAL HOLDINGS CORPORATION,US,GLOBALLOGIC WORLDWIDE HOLDINGS INC.,US,Acquisition 100%,Completed,"9,600,000.00",13.07.2021,100.00000,0.00000,100.00000,541511,551112,,,31.03.2021,Cash,Unlisted,"8,500,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"1,100,000"
121.,1941150729,DIAMOND SPORTS GROUP LLC,US,FOX SPORTS NET LLC,US,Acquisition 100%,Completed,"9,600,000.00",23.08.2019,100.00000,0.00000,100.00000,515120,515120,,,03.05.2019,Cash,Unlisted,"9,600,000"
122.,2008004922,AVENTIS INC.,US,BLUEPRINT MEDICINES CORPORATION,US,Acquisition 100%,Completed,"9,500,000.00",18.07.2025,100.00000,0.00000,100.00000,541713,325412,,BPMC,02.06.2025,Cash,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"400,000"
123.,1941590805,CONOCOPHILLIPS COMPANY,US,NEWCO,US,Acquisition 100%,Completed,"9,500,000.00",01.12.2021,100.00000,0.00000,100.00000,551114,211120,,,20.09.2021,Cash,Unlisted,"9,500,000"
124.,2008339443,THERMO FISHER SCIENTIFIC INC.,US,CLARIO HOLDINGS INC.,US,Acquisition 100%,Completed,"9,400,000.00",24.03.2026,100.00000,0.00000,100.00000,541713,334516,TMO,,29.10.2025,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"400,000"
125.,2007910546,ROCKET COMPANIES INC.,US,MR COOPER GROUP INC.,US,Acquisition 100%,Completed,"9,400,000.00",01.10.2025,100.00000,0.00000,100.00000,524130,522310,RKT,COOP,31.03.2025,Shares,Delisted,"9,400,000"
126.,2007321456,SAINTS MD SUBSIDIARY INC.,US,SPIRIT REALTY CAPITAL INC.,US,Acquisition 100%,Completed,"9,300,000.00",23.01.2024,100.00000,0.00000,100.00000,531120,531120,,SRC,30.10.2023,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"9,300,000"
127.,2008385471,CAYMUS PURCHASER INC.,US,CIDARA THERAPEUTICS INC.,US,Acquisition 100%,Completed,"9,200,000.00",07.01.2026,100.00000,0.00000,100.00000,541713,551114,,CDTX,14.11.2025,Cash,Delisted,"9,200,000"
128.,2008378412,PFIZER INC.,US,METSERA INC.,US,Acquisition 100% - Withdrawn - Increased Bid,Completed,"9,081,499.00",13.11.2025,100.00000,0.00000,100.00000,541713,325412,PFE,MTSR,07.11.2025,Earn-out,Delisted,"2,174,295"
,,,,,,,,,,,,,,,,,,Cash,,"9,081,499"
129.,2007023375,VILLAGE PRACTICE MANAGEMENT COMPANY LLC,US,WP CITYMD TOPCO LLC,US,Acquisition 100%,Completed,"8,900,000.00",03.01.2023,100.00000,0.00000,100.00000,622110,621111,,,07.11.2022,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,"1,900,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"2,050,000"
,,,,,,,,,,,,,,,,,,Cash,,"4,950,000"
130.,1941412430,BOWX ACQUISITION CORPORATION,US,WEWORK INC. (OLD),US,Acquisition 100%,Completed,"8,800,000.00",20.10.2021,100.00000,0.00000,100.00000,531120,525990,WEWKQ,,26.03.2021,Shares,Unlisted,"6,553,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"2,912,000"
,,,,,,,,,,,,,,,,,,Cash assumed,,"665,000"
131.,2008199148,LOWE'S COMPANIES INC.,US,FOUNDATION BUILDING MATERIALS INC.'S BUSINESS,US,Acquisition 100%,Completed,"8,800,000.00",09.10.2025,100.00000,0.00000,100.00000,332999,444110,LOW,,20.08.2025,Cash,Unlisted,"8,800,000"
132.,2007371739,ABBVIE INC.,US,CEREVEL THERAPEUTICS HOLDINGS INC.,US,Acquisition 100%,Completed,"8,700,000.00",01.08.2024,100.00000,0.00000,100.00000,541713,541713,ABBV,CERE,06.12.2023,Cash,Delisted,"8,700,000"
133.,2007139974,ALTUS MIDSTREAM COMPANY,US,BCP RAPTOR HOLDCO LP,US,Acquisition 100%,Completed,"8,653,000.00",22.02.2022,100.00000,0.00000,100.00000,211120,486210,KNTK,,21.10.2021,Shares,Unlisted,"8,653,000"
134.,2008121880,STEEL NEWCO INC.,US,SYNOVUS FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"8,600,000.00",01.01.2026,100.00000,0.00000,100.00000,522110,551114,,SNV,24.07.2025,Shares,Delisted,"8,600,000"
135.,1941502168,GORES HOLDINGS V INC.,US,ARDAGH MP MERGECO INC.,US,Acquisition 100%,Completed,"8,500,000.00",04.08.2021,100.00000,0.00000,100.00000,525990,525990,GRSV,,23.02.2021,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"600,000"
136.,1941070569,CENTERPOINT ENERGY INC.,US,VECTREN CORPORATION,US,Acquisition 100%,Completed,"8,481,622.00",01.02.2019,100.00000,0.00000,100.00000,221210,221210,CNP,VVC,23.04.2018,Cash,Delisted,"5,981,622"
,,,,,,,,,,,,,,,,,,Liabilities,,"2,500,000"
137.,1941477351,AMAZON.COM INC.,US,MGM HOLDINGS INC.,US,Acquisition 100%,Completed,"8,450,000.00",17.03.2022,100.00000,0.00000,100.00000,512110,454110,AMZN,,26.05.2021,,Unlisted,n.a.
138.,2007456528,"BOEING COMPANY, THE",US,SPIRIT AEROSYSTEMS HOLDINGS INC.,US,Acquisition 100%,Completed,"8,300,000.00",08.12.2025,100.00000,0.00000,100.00000,336412,336411,BA,SPR,01.07.2024,Shares,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
139.,2007678300,MARSH & MCLENNAN AGENCY LLC,US,TIH BLOCKER II INC.,US,Acquisition 100%,Completed,"8,250,000.00",15.11.2024,100.00000,0.00000,100.00000,524210,524210,,,30.09.2024,Cash,Unlisted,"7,750,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,"500,000"
140.,1941479578,TELEDYNE TECHNOLOGIES INC.,US,FLIR SYSTEMS INC.,US,Acquisition 100%,Completed,"8,200,000.00",14.05.2021,100.00000,0.00000,100.00000,333314,334419,TDY,FLIR,04.01.2021,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"4,000,000"
,,,,,,,,,,,,,,,,,,Shares,,"4,000,000"
141.,2008309044,RAYONIER INC.,US,POTLATCHDELTIC CORPORATION,US,Acquisition 100%,Completed,"8,200,000.00",30.01.2026,100.00000,0.00000,100.00000,531120,531120,RYN,PCH,14.10.2025,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
142.,1941695169,EMERSON ELECTRIC COMPANY,US,NATIONAL INSTRUMENTS CORPORATION,US,Acquisition increased from 2% to 100%,Completed,"8,200,000.00",11.10.2023,98.00000,2.00000,100.00000,334513,334513,EMR,NATI,12.04.2023,Cash,Delisted,"8,200,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
143.,1941456027,MARVELL TECHNOLOGY INC.,US,INPHI CORPORATION,US,Acquisition 100%,Completed,"8,196,032.00",20.04.2021,100.00000,0.00000,100.00000,334413,334413,MRVL,IPHI,29.10.2020,Cash,Delisted,"3,427,386"
,,,,,,,,,,,,,,,,,,Shares,,"4,768,646"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
144.,1941657271,NJ BOARDWALK HOLDINGS LLC,US,SOUTH JERSEY INDUSTRIES INC.,US,Acquisition 100%,Completed,"8,100,000.00",01.02.2023,100.00000,0.00000,100.00000,221210,523910,,SJI,24.02.2022,Cash,Delisted,"8,100,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
145.,1941657982,HEALTHCARE TRUST OF AMERICA INC.,US,HEALTHCARE REALTY TRUST INC.,US,Acquisition 100%,Completed,"8,005,809.00",20.07.2022,100.00000,0.00000,100.00000,531190,531120,HR,HR6,28.02.2022,Cash,Delisted,"1,100,000"
,,,,,,,,,,,,,,,,,,Dividend,,"1,100,000"
,,,,,,,,,,,,,,,,,,Shares,,"6,905,809"
146.,2007503248,SALESFORCE INC.,US,INFORMATICA INC.,US,Acquisition 100%,Completed,"8,000,000.00",18.11.2025,100.00000,0.00000,100.00000,518210,518210,CRM,INFA,27.05.2025,Cash,Delisted,"8,000,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
147.,2007326455,COPPER STEEL HOLDING COMPANY INC.,US,CEDAR FAIR LP,US,Merger 100%,Completed,"8,000,000.00",01.07.2024,100.00000,0.00000,100.00000,713110,331110,,FUN,02.11.2023,Shares,Delisted,"8,000,000"
,,,,SIX FLAGS ENTERTAINMENT CORPORATION,US,,,,,100.00000,0.00000,100.00000,713110,,,SIX,,Liabilities,Delisted,n.a.
148.,1941724156,CVS PHARMACY INC.,US,SIGNIFY HEALTH INC.,US,Acquisition 100%,Completed,"8,000,000.00",29.03.2023,100.00000,0.00000,100.00000,518210,446110,,SGFY,05.09.2022,Cash,Delisted,"8,000,000"
149.,1941591807,US BANCORP,US,MUFG UNION BANK NA,US,Acquisition 100%,Completed,"8,000,000.00",01.12.2022,100.00000,0.00000,100.00000,522110,522110,USB,,21.09.2021,Cash,Unlisted,"5,500,000"
,,,,,,,,,,,,,,,,,,Shares,,"2,500,000"
150.,1941476305,AMERICAN CONSOLIDATED NATURAL RESOURCES INC.,US,MURRAY ENERGY HOLDINGS COMPANY'S ASSETS,US,Acquisition 100%,Completed,"8,000,000.00",16.09.2020,100.00000,0.00000,100.00000,212111,212111,,,29.10.2019,Converted Debt,Unlisted,n.a.
151.,1941438882,SDG OPS LLC,US,GRAIL INC.,US,Acquisition increased from 14.5% to 100%,Completed,"8,000,000.00",18.08.2021,85.50000,14.50000,100.00000,541713,551112,,GRAL,21.09.2020,Cash Reserves,Listed,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"3,500,000"
,,,,,,,,,,,,,,,,,,Third party shares,,"4,500,000"
152.,1941172578,ELI LILLY AND COMPANY,US,LOXO ONCOLOGY INC.,US,Acquisition 100%,Completed,"8,000,000.00",15.02.2019,100.00000,0.00000,100.00000,541713,325412,LLY,LOXO,05.01.2019,Cash,Delisted,"7,200,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"800,000"
153.,1941153518,BUCKNELL MERGER SUBSIDIARY INC.,US,QUALTRICS LLC,US,Acquisition 100%,Completed,"8,000,000.00",23.01.2019,100.00000,0.00000,100.00000,518210,551112,,,11.11.2018,Cash,Unlisted,"8,000,000"
154.,1941463747,"HOME DEPOT INC., THE",US,HD SUPPLY HOLDINGS INC.,US,Acquisition 100%,Completed,"8,000,000.00",24.12.2020,100.00000,0.00000,100.00000,423830,444110,HD,HDS,16.11.2020,Cash,Delisted,"8,000,000"
,,,,,,,,,,,,,,,,,,Cash assumed,,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
155.,1941527995,CAMECO CORPORATION,CA,WESTINGHOUSE ELECTRIC COMPANY LLC,US,Acquisition 100%,Completed,"7,875,000.00",07.11.2023,100.00000,0.00000,100.00000,424690,212291,CCO,,11.10.2022,Cash,Unlisted,n.a.
,,INSTITUTIONAL INVESTORS,,,,,,,,,,,,523910,,,,Shares,,n.a.
,,BROOKFIELD GLOBAL TRANSITION FUND I,US,,,,,,,,,,,525990,,,,Liabilities,,"3,375,000"
156.,1941343455,HALO MERGER SUB II LLC,US,CREDIT KARMA INC.,US,Acquisition 100%,Completed,"7,800,000.00",03.12.2020,100.00000,0.00000,100.00000,518210,518210,,,24.02.2020,Cash,Unlisted,"3,400,000"
,,,,,,,,,,,,,,,,,,Third party shares,,"4,700,000"
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
157.,2008590531,GILEAD SCIENCES INC.,US,ARCELLX INC.,US,Acquisition 100%,Completed,"7,800,000.00",28.04.2026,100.00000,0.00000,100.00000,541713,325412,GILD,ACLX,23.02.2026,Earn-out,Listed,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"7,800,000"
158.,2008221208,SERVICENOW INC.,US,ARMIS INC.,US,Acquisition 100%,Completed,"7,750,000.00",20.04.2026,100.00000,0.00000,100.00000,518210,518210,NOW,,23.12.2025,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"7,750,000"
159.,1941229839,WESTERN MIDSTREAM PARTNERS LP,US,WESTERN MIDSTREAM OPERATING LP,US,Acquisition unknown stake %,Completed,"7,722,000.00",28.02.2019,Unknown %,Unknown %,98.00000,211120,211120,WES,WES,08.11.2018,Shares,Delisted,"7,722,000"
160.,1941681843,SEQUOIA PARENT LP,US,PS BUSINESS PARKS INC.,US,Acquisition 100%,Completed,"7,600,000.00",20.07.2022,100.00000,0.00000,100.00000,531120,551114,,PSB,25.04.2022,Cash,Delisted,"7,600,000"
161.,2007158316,CHEVRON CORPORATION,US,PDC ENERGY INC.,US,Acquisition 100%,Completed,"7,600,000.00",07.08.2023,100.00000,0.00000,100.00000,211120,211120,CVX,PDCE,21.05.2023,Liabilities,Delisted,"1,300,000"
,,,,,,,,,,,,,,,,,,Shares,,"6,300,000"
